TR:ATF3,TR:BRAF,TR:CASP9,TR:COPS5,TR:KIT,TR:XPO1,TR:AKT1i,TR:CASP3i,TR:CCND1i,TR:CDK4i,TR:DIABLOi,TR:ERBB3i,TR:HDAC3i,TR:ITGALi,TR:SIRT1i,TR:SMAD2i,TR:SMAD6i,TR:SOCS2i,TR:SPI1i,TR:SRCi,TR:STAT1i,TR:STAT3i,TR:TP53i,TR:XIAPi,TR:YAP1i,TR:YWHAEi,TR:YWHAZi,DV:CD74,DV:CDKN2A,DV:SMAD1,DV:TRIM24,DV:TSC2,DV:VHL,DV:ZNF296,N,"resp,simple"
0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0.385361194552394,0.249734469794306,0.358754952870567,0.700738368482995,0.715755704269747,0.604740578251216,0.299761873751876,134,CR
0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0.51653826742323,0.230100959478528,0.109905327404571,0.337897896889514,0.703546280705663,0.155521435816341,0.053478183018007,135,CR
0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0.211249330689535,0.41805221001835,0.632767359797084,0.596678548803003,0.652203326644115,0.493586882166582,0.408590815572063,136,CR
0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.143510971940703,0.464167463702484,0.582835436425543,0.409499284158737,0.363764788210521,0.274974844933773,0.373453636494466,137,CR
1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0.245602579651478,0.150702309632911,0.402749573721259,0.543153843775365,0.643051752567286,0.389628076299935,0.385771706429755,138,CR
1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0.574744270573541,0.310528473162812,0.21208870414287,0.177929983967361,0.405939138137203,0.241641471012745,0.192110006785082,139,CR
1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0.364563411327486,0.284871266235708,0.457091462253086,0.584592543020304,0.81393800916473,0.534478010619019,0.418146933533012,140,CR
0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.388124436346098,0.376593287514501,0.471301416295672,0.474600687426598,0.456966240042739,0.517553495588736,0.349194440719423,141,CR
1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0.530955509272111,0.182620161232856,0.117428131125495,0.456759695424035,0.470620845787146,0.196029155565465,0.314602357225704,142,CR
0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0.579258935657473,0.45285274543065,0.039837047936373,0.688840454812241,0.656794314769423,0.533982169383974,0.403298942439832,143,CR
0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0.319579704996602,0.228062754215033,0.085985013761288,0.36476571709878,0.517176576146005,0.330309647190655,0.327517757841059,146,CR
1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0.569745410913978,0.071864804654289,0.564977271740572,0.447093438787394,0.577698863645464,0.215696823824629,0.314240225152911,149,CR
1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0.293062434465081,0.199051299825358,0.291824946422194,0.396836051384768,0.335518214107947,0.405830386512825,0.272709620553516,151,CR
0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0.339189730299176,0.180713755858555,0.425711977716481,0.540335948942566,0.561978577470731,0.058674298001554,0.362287637317222,152,CR
1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0.240972199381558,0.095281007165306,0.495704616923857,0.29387607907491,0.23604196699655,0.777140635457697,0.12808928356029,155,CR
0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0.07141718406043,0.373791726333822,0.520599335568276,0.436133086153882,0.772342055110431,0.288952490649946,0.275854280230311,157,CR
0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0.157379994032523,0.728127756154932,0.134147362882799,0.286762169657582,0.467209366266126,0.324837696981544,0.269486960928456,159,CR
0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.340933876670695,0.417943464760121,0.484882449011792,0.408060470207915,0.823115024160539,0.510192397557832,0.278811855443326,164,CR
1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.304088756133014,0.269897253411442,0.190083591195933,0.477625026494162,0.67181754769887,0.436276380117399,0.268068167239607,166,CR
1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0.572039565775921,0.034810110028091,0.427219780165656,0.371270562878359,0.69073546274348,0.282022188902711,0.19861655947438,167,CR
1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0.243558824221127,0.22126686025432,0.46957875933518,0.782280260224233,0.400441872313726,0.223805619536426,0.499867868476299,168,CR
1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.270625131131134,0.458954737123301,0.318452861997347,0.494084413767069,0.244237903658317,0.370567537491747,0.360462912138497,169,CR
0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0.522162520396894,0.053538005648938,0.580190089012458,0.913713228535171,0.865275021330755,0.402542980614326,0.394802003141048,170,CR
0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0.657293762685555,0.404141202408567,0.320945076984059,0.317155517204845,0.314217539993066,0.405047536432226,0.308656693418371,171,CR
1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.06406966351514,0.343318401871167,0.524518278814958,0.609083827151162,0.463430062359972,0.484641579872358,0.366413648767716,172,CR
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.345076588553345,0.223895994327309,0.35730594575642,0.424864859132252,0.661443565223699,0.36725877841248,0.400706302332362,173,CR
0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0.718555515200868,0.347541709594627,0.682325291805513,0.309931797564786,0.509071195899223,0.704252489016555,0.191762724734603,174,CR
0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0.286728445662619,0.481866361006496,0.380036464654621,0.487273603558172,0.646546812337398,0.303529564537367,0.207602567310195,176,CR
0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0.067815942063576,0.170843638610712,0.352394980872899,0.363042154748724,0.439575990955158,0.348956360692749,0.16971224772149,177,CR
0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.254528594504957,0.465622628999623,0.56311561180863,0.558055142847145,0.614042267513386,0.399417164895093,0.470524875230621,178,CR
1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.198801920102622,0.125474982475477,0.441104811427513,0.320726948045653,0.084577823748102,0.699037159692999,0.326966362214394,180,CR
1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0.194701166373844,0.297629193542781,0.662580445326743,0.535839508901696,0.835724820468066,0.436155725671177,0.396611494401647,181,CR
1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.333411579148758,0.351127630096438,0.81716195393561,0.665756109543827,0.814348878028996,0.488296721964068,0.407396018740272,182,CR
0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0.637640459744173,0.641715475385762,0.379560211165835,0.340028047369023,0.649317947968254,0.405878956914608,0.274168719672753,183,CR
0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0.43087991789956,0.164882163207258,0.472541955536559,0.531460504168989,0.543767104839668,0.263863521878654,0.324066967226088,184,CR
0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0.223597364101627,0.204769220479598,0.49028845174231,0.39704798861305,0.570979134741394,0.212544008940598,0.308854822080887,185,CR
1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0.529954921871979,0.380551914226687,0.441603247841263,0.614628421027208,0.619245119883599,0.739650596133086,0.395299214572602,186,CR
1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0.501864257244954,0.312048786919032,0.692666363696487,0.983954350964151,0.597673349639058,0.531250607091358,0.745013730030632,187,CR
1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.34482829243357,0.192680099192753,0.396019914003559,0.62785941227836,0.518645811825501,0.306783305703479,0.2842885010438,188,CR
0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0.81428309425447,0.251304351086731,0.634631424340727,0.571928797256885,0.446346765428799,0.293149082814471,0.182743920215629,190,CR
0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0.600443138791024,0.239775753777778,0.669977114490714,0.341950212711847,0.417490850497577,0.351888180512216,0.215333214651566,3,RESISTANT
0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0.527643954946168,0.433752158285882,0.467043414830756,0.670011333510997,0.126668676964877,0.29929954985713,0.463096815095819,7,RESISTANT
0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0.327408149897988,0.460404939246982,0.456013301304314,0.316631415330524,0.456222651065897,0.299036948409714,0.348393929990529,10,RESISTANT
1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0.523850209628908,0.403557770732693,0.72852043548777,0.587315745061927,0.449545002849788,0.319120739675213,0.498310529713623,12,RESISTANT
0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0.330078707995502,0.625209386660678,0.539731785304943,0.63149062442225,0.473019447179683,0.270500874208853,0.315456671510818,15,RESISTANT
1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0.42054952185519,0.301181222484549,0.397099245773652,0.512001806446853,0.11587801143927,0.307888654934594,0.344532937762384,20,RESISTANT
0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0.340725947196308,0.119554940630915,0.33396150518939,0.43416213833136,0.568847925893406,0.23414875804497,0.294551656224648,21,RESISTANT
1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0.466015976039706,0.524307712262462,0.054313606161923,0.512393932866008,0.323978212538396,0.291572016674519,0.318227496425025,22,RESISTANT
0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0.293721529026626,0.396662828771341,0.275533636883383,0.374706397869813,0.168877479268389,0.308369294916006,0.282366999976987,25,RESISTANT
0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.354684108995516,0.095237056273003,0.580243372202931,0.203601384559535,0.260341444467689,0.328783031131416,0.241709519282704,26,RESISTANT
0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0.393400224964893,0.54578635897063,0.400071712009121,0.491369634308882,0.487639147924977,0.43843041844915,0.334427345425443,28,RESISTANT
0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.069320758034667,0.330016920224212,0.538228783112664,0.410493406308566,0.367829261385782,0.192926348608561,0.319155492454159,29,RESISTANT
0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0.326876251552604,0.233008746802442,0.354251442384425,0.215153161194819,0.093136181492451,0.193256136424691,0.162992006244209,41,RESISTANT
0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0.480026172912728,0.284636769397607,0.515193412222323,0.474753459099305,0.076264072001237,0.086881165766971,0.406924856510684,45,RESISTANT
1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.32747777670612,0.256525175029114,0.299774251766807,0.38530615255518,0.202044162386961,0.200656539278018,0.34814130750739,67,RESISTANT
1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.208400349498514,0.33578274781158,0.249043844696859,0.197876667219575,0.246583145691937,0.370016021941791,0.153798079398123,72,RESISTANT
0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0.307698420641467,0.248601550702203,0.537815984809163,0.362545023757395,0.507105138331119,0.348658528294356,0.349664898666575,81,RESISTANT
0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0.678823272267356,0.136860099234459,0.494939024008851,0.133996520284351,0.284127722848682,0.187521166759707,0.149087405322955,89,RESISTANT
0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0.23484583465968,0.336680650677121,0.956873413150624,0.706262233285116,0.480509703501358,0.283589339251468,0.366837570557518,90,RESISTANT
0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0.136275306354027,0.144108768204091,0.542666718373873,0.302728133357451,0.390407512073642,0.29373971981543,0.261420877134405,98,RESISTANT
0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0.397563372464622,0.2381854692687,0.876565627376762,0.687487654292686,0.709934490881915,0.366304847546339,0.327141777794944,101,RESISTANT
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0.152993177226077,0.606283608725095,0.364281894831058,0.376898618463392,0.45734750844536,0.305652475393435,0.271683237830618,107,RESISTANT
1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0.330042909112197,0.556511302100704,0.350295371698236,0.399582747737208,0.470866210567365,0.510578119480397,0.200534183463555,108,RESISTANT
0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.278344617896792,0.688172274658617,0.395612289515826,0.281934997066737,0.466347686341793,0.395238374605201,0.207857116803843,111,RESISTANT
1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0.418171951059389,0.257700166917885,0.6260822732716,0.563294414929305,0.712807591428975,0.298806723347716,0.325372402422603,112,RESISTANT
0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0.143133354589617,0.778969104039241,0.484906954291526,0.499022385392859,0.395241339500916,0.300686607270072,0.368316763384259,113,RESISTANT
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.055641488335247,0.452436525898528,0.431302900824176,0.55451494751192,0.515969051853555,0.414849356622565,0.323286350108536,115,RESISTANT
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0.159600621183753,0.165495420822597,0.394507898172561,0.314571407629672,0.676830114180284,0.309121087508368,0.309114523146345,116,RESISTANT
1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0.206957469713407,0.237157766649338,0.627413204987348,0.819347709355975,0.686826340242538,0.349985325936548,0.623393296005687,117,RESISTANT
0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0.515555701972823,0.300048730851991,0.526158052558005,0.579395208521191,0.574995220518105,0.381573532737809,0.608374098624355,118,RESISTANT
0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0.842837841136338,0.363475402618423,0.458991798465229,0.253374585218633,0.562437587743968,0.276231914639808,0.34684918351626,121,RESISTANT
0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0.220951817178618,0.322501887987677,0.527947120322608,0.543970008947767,0.555049997245719,0.158007997888871,0.350461367667659,124,RESISTANT
1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.581789873829636,0.486546993117304,0.538484294525949,0.523396336786091,0.425258023782012,0.465410741319275,0.281620209561479,125,RESISTANT
1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0.541919986542572,0.353885080344756,0.610234205007488,0.56008498011936,0.850526943530483,0.450217497591734,0.363886205394521,129,RESISTANT
1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0.348218922336625,0.268082462263293,0.919291130729105,0.457941199029666,0.656612003203885,0.244294224742403,0.398003854586628,130,RESISTANT
1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0.397867679094875,0.335031838899379,0.723850034223437,0.627086415057759,0.595151587792,0.561125591491634,0.343278313631768,131,RESISTANT
1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0.442552264798593,0.259003065688667,0.812337847807655,0.832283817324074,0.934109070434392,0.405135298284924,0.746476909146612,133,RESISTANT
1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0.111153497215091,0.213486519614589,0.591073343296651,0.660403758380956,0.592758619301325,0.378666574918108,0.510928148963615,144,RESISTANT
0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0.264457879720277,0.633682914677213,0.374031330598254,0.177203043228726,0.6021802569801,0.37225969615309,0.268524629691969,145,RESISTANT
0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0.303648805790962,0.465663438132102,0.008233966332637,0.51627415250772,0.749960753723955,0.399113002405693,0.319166702066128,147,RESISTANT
0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0.146975533784264,0.20995073552395,0.653923988563789,0.524498354674846,0.297377309950133,0.292254114653356,0.349223997766752,148,RESISTANT
0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0.318694742253607,0.282843922884346,0.449159643907829,0.278749579467984,0.482359116622852,0.211535302573633,0.141893271341568,150,RESISTANT
0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0.532945862655528,0.301870391534747,0.478694992922564,0.544636642363568,0.590207859615229,0.393763869006416,0.410475769955842,153,RESISTANT
1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0.24256488349542,0.329267284502885,0.419127368363108,0.422370344829826,0.343762159989358,0.290740413124683,0.577588552946148,154,RESISTANT
0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0.265702504679611,0.465199980410371,0.373230369506404,0.483975880909998,0.641506893155078,0.243278539114755,0.227240367576769,156,RESISTANT
1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0.336673296219351,0.695137358735306,0.623533213014366,0.730867840837465,0.615635337508677,0.616334969051948,0.546152781207173,158,RESISTANT
0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0.265791496774439,0.446737019487679,0.542900681218984,0.494143140699564,0.41331885860184,0.465835614751095,0.336268853665971,160,RESISTANT
1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.527275112656058,0.333891824318199,0.387497474655409,0.48343949835457,0.722277599604334,0.374994663570015,0.417591541865704,161,RESISTANT
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.222415921505764,0.443144307095645,0.462857373668015,0.528604256506856,0.599438091690669,0.464737898478383,0.309804243501347,162,RESISTANT
1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0.085823685379796,0.227727032980854,0.544420960627391,0.781888087631969,0.730488873136512,0.338500819676984,0.27646037494361,163,RESISTANT
0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0.134371387079114,0.307408929476966,0.46364243206667,0.578389535507658,0.466228596843537,0.457779420605546,0.188759403246482,165,RESISTANT
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0.195734190512075,0.468906453168441,0.571865548271575,0.42461043933005,0.253089696847148,0.393405675540359,0.414809320320559,175,RESISTANT
0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0.425596432575664,0.258651153413786,0.715693388201118,0.658542222468389,0.622153023777456,0.311497266779561,0.433812433907406,179,RESISTANT
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0.322900771935083,0.401897229949991,0.067686378969262,0.409895939128316,0.451424597209883,0.421473618342657,0.10508994646824,189,RESISTANT
1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.335509718560448,0.310416042878429,0.291915646344382,0.391710882115516,0.171129987625644,0.233743072347593,0.345863109535187,191,RESISTANT
